Titre;Description Longue;Commune;code_postal;INSEE;Dispotifs Covid;Statut;Labels;Catégorie;geopoint;adresse
LE MAS D'ALBO;"LE DOMAINE
Dans le parc naturel régional du haut Languedoc,au creux des gorges de l'Orb les vignes du mas d'Albo se répartissent en micro parcelles sur 11 ha. D'un encépagement harmonieux:Syrah,Grenache, Mourvèdre, Carignan pour les rouges, Viognier et Roussanne pour les blancs,elles côtoient le chêne vert et le ciste sur un terroir argilo- calcaire et schisteux.
Ceci confère à la production du domaine de qualités de finesse et de générosité dignes d'un grand vin.
Vignoble en agricoluture biologique.";ROQUEBRUN;34460;34232;;Cave particulière;;Vente de vins au caveau;43.5113397, 2.9903422;Route D14 Ceps
MAS GOURDOU;"La propriété, au cœur de l'appellation pic-saint-loup sur la commune de Valflaunès, est dans la famille depuis la Révolution française.

Les vignes sont plantées sur de petites parcelles, au pied de l'Hortus, à 150 mètres d'altitude, au milieu des forêts de chênes verts, de pins d'Alep, entourées de plantes méditerranéennes (romarin, thym, arbousier, lavande) qui contribuent aux arômes des vins.. Une exposition sud-est leur est particulièrement favorable. 

L'encépagement est essentiellement composé de syrah, grenache noir et grenache blanc, mourvèdre, roussane et marsanne.";VALFLAUNES;34270;34322;;Cave particulière;Vignobles et Découvertes;Vente de vins au caveau;43.8148682, 3.8604027;Mas de Gourdou
DOMAINE BERGE DE SAINTE ROSE;Le domaine, situé en bordure du village, s'étend sur des terrasses et un plateau dominant un étang. Cette propriété familiale de 30 ha est exploitée depuis 1974 pour préserver le savoir-faire traditionnel du vigneron. Les terroirs variés vont des coteaux argilo-graveleux aux terrasses du quaternaire, où les galets apportent une typicité aux cépages. Fabienne Roulier poursuit l'amélioration du vignoble en introduisant du Marselan pour les rouges, du Muscat petit grain pour les blancs secs ou doux, et du Nieluccio pour un rosé gourmand.;VENDRES;34350;34329;;Cave particulière;;Vente de vins au caveau;43.27212, 3.228145;Avenue de Bel Air
DOMAINE CARRIERE AUDIER;Le domaine familial a fait son lit des sols schisteux, très acides, qui se trouvent dans la vallée de l'Orb et du Jaur: les 50 hectares qui le composent se répartissent sur 9 communes et ont été plantés de cépages classiques, grenache, syrah, mourvèdre et carignan, il en ressort des vins très caractéristiques de leur terroir, que ce soit des blancs fruités ou des rouges très typés.;VIEUSSAN;34390;34334;;Cave particulière;Vignobles et Découvertes;Vente de vins au caveau;43.5398038, 2.96884093;3 route de Saint-Martin
DOMAINE PREIGNES LE VIEUX;"Château classé du XIIIe, 5ème génération de vignerons !
Découvrez l'histoire du Domaine Qualité Tourisme Occitanie Sud de France, l'élevage des vins et les somptueux extérieurs de son château autour d'une visite guidée d'une heure.
Le Domaine labellisé Vignobles et découvertes, Accueil Vélo est certifié QUALENVI et HVE, démarches qualité basées sur la sécurité alimentaire et le respect de l'environnement, la prise en compte et la mise en application de pratiques vertes. 180 ha de vignes se déclinent autour de 17 cépages. 
Dégustations et ventes de vins sont proposées au caveau. 

D'avril à septembre, ouverture du lundi au vendredi 9h -19h - samedi 10h-19h. 
En basse saison, ouvert le lundi de 9h à 18h, du mardi au vendredi de 9h à 19h.
En saison visites guidées payantes à 10h30 et 17h durée 1h45 : histoire du domaine, visite extérieure du château et de ses dépendances, découverte d'une parcelle de vigne, découverte de la cave, dégustation.
Soirées à thèmes, ateliers accords mets/vins.

#œnoloisirs";VIAS;34450;34332;;Cave particulière;Vignobles et Découvertes;Vente de vins au caveau;43.3260507, 3.37791676;Chemin de Preignes
LE CLOS RIVIERAL;"Ce domaine viticole Languedocien est situé à Loiras du Bosc dans l'Hérault, au cœur de l'appellation Terrasses du Larzac, renommée pour son dynamisme et la finesse de ses vins.

Le vignoble est composé d'une mosaïque de terroirs de schistes et de grés rouges. La situation privilégiée sur les contreforts du Larzac, confère aux vins un équilibre et une fraîcheur particulière, dans le respect du fruit.

L'objectif des propriétaires est d'expérimenter dans leurs vins une identité, dictée par un respect de la biodiversité et de la culture de nos terroirs, en partageant de doux moments de joie et de convivialité.";LE BOSC;34700;34036;;Cave particulière;Séjour en vignoble;Vente de vins au caveau;43.7083226, 3.3946078;6 rue du Rivieral
LES COCHONS DES AGRIOLLES;"Cochons paysans nourris de façon traditionnelle sans OGM ni antibiotiques, sans facteur de croissance ni insémination artificielle.
Nous vous proposons toute une gamme de produits issus et transformés sur la ferme, garantis sans adjonction de colorants, conservateurs et autres additifs.Visite de l'élevage sur rdv.";LA BOISSIERE;34150;34035;;Producteur;Accueil paysan;Vente de produits à la ferme;43.6641576, 3.6449291;Domaine des Agriolles
LE MOULIN DE LA GARRIGUE;"Fabrication et vente d'huile d'olive, épicerie fine, cave à vin et produits cosmétiques.
Visite et dégustation gratuite! oliveraie pédagogique! Un large choix d'huiles d'olive vierge extra est proposé ! La famille Roch vous invite à partager sa passion et ainsi vous faire découvrir toutes les étapes de fabrication d'une huile d'olive.""";SAINT-ANDRE-DE-SANGONIS;34725;34239;;Producteur;;Vente des produits de l’exploitation;43.6506441, 3.5023643;4 rue du moulin a huile
DOMAINE DU MAS NEUF;"Le Domaine du Mas Neuf, propriété viticole des Vignobles Jeanjean, vous accueille entre mer et vignes, aux portes de Montpellier. 
Niché au cœur d’un vignoble cultivé en agriculture biologique depuis 2014, il vous propose des espaces d’exception pour vos réceptions, séminaires et soirées cocktails. 

Découvrez une salle de réception rénovée, sublimée par le charme de sa charpente, une verrière baignée de lumière et une vue panoramique sur les vignes. 
Nos hébergements de charme sont parfaits pour prolonger votre séjour en toute sérénité. 

Dans une ambiance alliant élégance et convivialité, notre équipe vous accompagne pour organiser un événement sur-mesure, où l’art de recevoir se mêle à la passion du vin.";VIC-LA-GARDIOLE;34110;34333;;Cave particulière;Qualité Tourisme Occitanie Sud de France;Vente de vins au caveau;43.4694421, 3.7974709;2 chemin de la poule d'eau
MAS DE FARJOU;"Ancienne métairie seigneuriale du XVIe siècle, le Mas de Farjou est le berceau de la famille Jean. En 1955, notre grand-père Louis Jean sera d'ailleurs le fondateur du cru Pic Saint Loup.
Le saviez-vous : nous mettons à l'honneur notre attachement au territoire avec la cuvée « Les Lembrusques » qui honore l'ancêtre de la vigne, la lambrusque, vigne sauvage installée sur le territoire depuis des millénaires. C'est d'ailleurs sa présence abondante qui inspira le nom du hameau les Embruscalles, proche de Claret.";CLARET;34270;34078;"Prise de rv obligatoire
Rv se fait à l'extérieur avec masque
dégustation gratuite
livraison possible sur le secteur Montpellier - Claret";Cave particulière;Haute Valeur Environnementale;Vente de vins au caveau;43.8604148, 3.89494613;Mas de Farjou
DOMAINE CLOS ROCA;"Le domaine Clos Roca s'étend sur 18 hectares, les vignes sont plantées en cépages traditionnels de la région.
Beaucoup de soin et d'exigence sont apportés avec un respect constant de l'environnement et du terroir. Certification Bio en 2010.
Des vins naturels et authentiques, qui reflètent notre terroir et où l'élégance, la souplesse et la matière sont les maîtres mots.";FONTES;34320;34103;;Cave particulière;;Vente de vins au caveau;43.5393538, 3.37901533;8 avenue Jean Moulin
DOMAINE DE CREYSSELS;"Le Bassin de Thau réserve bien des surprises, en s’éloignant un peu du littoral on découvre Creyssels, ancienne ferme fortifiée du XVIème siècle, au cœur des garrigues et des bois entre Voie Domitienne et Etang de Thau.
Henri et Josiane Benau ont acheté le domaine en 1981, le domaine était alors à l’abandon, la vieille pierre demande sans cesse des investissements. Ainsi il a fallu compléter l’activité viticole. En 2000, Julie leur fille, décide de reprendre le domaine dans son ensemble.
Trois raisons pourront vous amener à CREYSSELS : le vignoble, l'auberge et l'hébergement.";MEZE;34140;34157;;Cave particulière;Vignobles et Découvertes;Vente de vins au caveau;43.4315128, 3.54159695;Route de Marseillan
CHÂTEAU MONTEL;"Situé au cœur du village de Teyran, le domaine familial conserve des traditions ancestrales développées depuis l'occupation romaine. 
Le saviez-vous : authenticité garantie dans cet ensemble de bâtisses datées du XIXe siècle où se logent cellier, chais de vinification, chais d'élevages en barrique et d'embouteillage. 
Nous signons chaque bouteille de notre personnalité, reflet de notre histoire, de l'expérience séculaire du vigneron grâce à ces « recettes » ancestrales secrètement conservées par la famille. 
Le domaine propose également un écomusée qui retrace l'histoire de la tradition viticole en Pic Saint-Loup et les challenges à venir du domaine.";TEYRAN;34820;34309;"Drive: commandez et retirez à la boutique en toute sécurité !
Livraison : Gratuit dans un rayon de 15 km. Paiement CB possible à la livraison.  
Pour le drive et la livraison commandez par téléphone ou par mail";Cave particulière;Vignobles et Découvertes;Vente de vins au caveau;43.684067, 3.92659374;1 rue du Devès
DOMAINE DE CAMBIS;"Annick et Martin Perolari, mère et fils, vous invitent à un voyage sensoriel olfactif, gustatif et tactile dans chacune de leurs cuvées.
Les vins du Domaine Cambis se nourrissent de l'empreinte de leur terroir : les schistes de Berlou.";BERLOU;34360;34030;;Cave particulière;Vignobles et Découvertes;Vente de vins au caveau;43.4959954, 2.95860544;5, route de la Mausse
DOMAINE CROS REBOUL;"Au cœur même du joli village vigneron de Capestang situé sur la Minervoise proche du Canal du Midi et de l’Oppidum d’Ensérune entre Béziers et Narbonne et à 15mn des plages où Philippe Cros et sa sœur Marie vous y accueilleront et vous donneront l’envie de découvrir leur région et produits du terroir.
Vins de Pays d'Hérault ou vins des Coteaux d'Ensérune goûtez à la richesse de notre terroir.
Valorisation des territoires, ateliers et initiation à l’œnologie sur demande";CAPESTANG;34310;34052;Masques + gel hydroalcoolique;Cave particulière;Haute Valeur Environnementale;Vente de vins au caveau;43.328888, 3.0431143;3 rue Paul Bert
LES VIGNERONS DE CESSENON;"Dans une région bénéficiant d'un micro-climat où jouxtent des terroirs de schistes donnant des vins fruités, souples et généreux et des terroirs argilo-calcaire propices aux vins corsés, longs et typés ; la cave coopérative, créée en 1937 s'est développée au fil des ans et regroupe aujourd'hui de nombreux coopérateurs. 
Labellisée Vignobles et découverte, la boutique des vignerons de Cessenon se trouve au cœur du village, en face de la cave coopérative et à seulement 10km de Saint Chinian et 20 km du Canal du Midi. 
Profitez de dégustations gratuites de toute la gamme de vins IGP et AOC Languedoc et AOC Saint-Chinian, blanc, rosé, rouge. Découvrez également une grande diversité de produits du terroir, huiles d'olive, olives, miels, effervescents, muscat etc…
La cave des vignerons de Cessenon organise diverses manifestions au cours de l'année.";CESSENON-SUR-ORB;34460;34074;;Coopérative;Vignobles et Découvertes;Vente de vins au caveau;43.4481369, 3.05656931;37 Avenue de la gare
DOMAINE DE LA FEMME ALLONGEE;"Les vignes du Domaine de la Femme Allongée sont situées sur la commune de Villespassans, à 300 mètres d’altitude, le vin est en appellation Saint Chinian. Jean-Paul Gracia revendique un travail artisanal, il élabore sans œnologue ni « technologie » des produits à forte personnalité évoquant un terroir rustique et superbe.
Jean-Paul Gracia a choisi le terroir d’Assignan (300 m) dans le but d’y produire des vins très équilibrés entre vivacité et belle charpente tonique. Il produit une gamme complète de Saint-Chinian : 1 rosé, 1 blanc vinifié en barrique, 3 rouges et 1 cartagène. Les noms évocateurs vous feront sourire et la dégustation vous ravira.
Le nom du domaine fait référence à la montagne du Caroux que l’on aperçoit en dirigeant son regard vers le Nord. La légende dit qu’il s’agit de Cébenna, fille d’un titan qui s’allongea sur le Caroux pour y mourir et fut pétrifiée.";ASSIGNAN;34360;34015;Ouverture de la boutique du caveau de dégustation et vente sur RV.;Cave particulière;;Vente de vins au caveau;43.3974949, 2.88901759;Chemin de la Grange de Quatre Sous
